Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,3540_EB2225,3541_EB2225,3542_EB2225,3543_EB2225,3846_CP04536,3847_CP04536,3848_CP04536,3849_CP04536,3850_CP04536,3851_CP04536,3866_CP04536,3868_CP04536,Taxonomy Id,Taxonomy Lineage
Lachnoanaerobaculum orale,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum orale,Lachnoanaerobaculum orale,0,0,0,0,496.62,0,0,0,0,0,0,570.7,979627,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnoanaerobaculum(1164882);s__Lachnoanaerobaculum orale(979627);t__Lachnoanaerobaculum orale(979627);
Lachnoanaerobaculum saburreum,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum saburreum,Lachnoanaerobaculum saburreum,0,0,0,0,180.47,0,0,0,106.11,0,0,188.53,467210,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnoanaerobaculum(1164882);s__Lachnoanaerobaculum saburreum(467210);t__Lachnoanaerobaculum saburreum(467210);
Lachnoanaerobaculum saburreum DSM 3986,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum saburreum,Lachnoanaerobaculum saburreum DSM 3986,0,0,0,0,0,0,0,82.92,0,0,0,0,887325,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnoanaerobaculum(1164882);s__Lachnoanaerobaculum saburreum(467210);t__Lachnoanaerobaculum saburreum DSM 3986(887325);
Lachnoanaerobaculum_u_t,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum_u_s,Lachnoanaerobaculum_u_t,0,0,0,0,0,0,0,0,153.93,0,0,0,1164882,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnoanaerobaculum(1164882);s__Lachnoanaerobaculum_u_s(1164882);t__Lachnoanaerobaculum_u_t(1164882);
Lachnoanaerobaculum sp. ICM7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum_u_s,Lachnoanaerobaculum sp. ICM7,0,0,0,0,0,0,0,502.06,191.9,0,365.12,0,936594,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnoanaerobaculum(1164882);s__Lachnoanaerobaculum_u_s(1164882);t__Lachnoanaerobaculum sp. ICM7(936594);
Lachnoanaerobaculum umeaense,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum umeaense,Lachnoanaerobaculum umeaense,0,0,0,0,0,0,0,2396.52,988.61,0,1712.34,0,617123,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnoanaerobaculum(1164882);s__Lachnoanaerobaculum umeaense(617123);t__Lachnoanaerobaculum umeaense(617123);
Lachnospira pectinoschiza,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lachnospira pectinoschiza,Lachnospira pectinoschiza,0,0,0,573.53,0,0,0,0,3770.8,0,0,0,28052,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospira(28050);s__Lachnospira pectinoschiza(28052);t__Lachnospira pectinoschiza(28052);
Lachnospiraceae bacterium 1_4_56FAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium 1_4_56FAA,0,0,0,0,0,0,0,0,174.35,135.86,0,0,658655,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium 1_4_56FAA(658655);
Lachnospiraceae bacterium 2_1_58FAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium 2_1_58FAA,0,0,0,0,0,9042.4,13556.39,0,0,0,0,0,658082,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium 2_1_58FAA(658082);
Lachnospiraceae_u_t,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae_u_t,0,0,0,1078.19,0,0,0,0,133.95,334.38,0,0,186803,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae_u_t(186803);
Lachnospiraceae bacterium 3_1_46FAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium 3_1_46FAA,0,0,0,420.89,0,0,0,0,114.6,290.12,0,0,665950,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium 3_1_46FAA(665950);
Lachnospiraceae bacterium 5_1_63FAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium 5_1_63FAA,0,0,2221.94,5615.01,0,0,2793.6,0,4038.12,16759.55,0,0,658089,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium 5_1_63FAA(658089);
Lachnospiraceae bacterium 6_1_63FAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium 6_1_63FAA,0,0,0,0,0,0,0,0,0,485.47,0,0,658083,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium 6_1_63FAA(658083);
Lachnospiraceae bacterium 7_1_58FAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium 7_1_58FAA,0,0,0,128.26,0,529.6,1626.12,0,0,0,0,0,658087,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium 7_1_58FAA(658087);
Lachnospiraceae bacterium AM10-38,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium AM10-38,0,0,2244.1,5329.03,0,0,2830.32,0,4005.16,16849.71,0,0,2292902,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium AM10-38(2292902);
Lachnospiraceae bacterium AM21-21,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium AM21-21,0,1741.94,2157.3,5461.55,0,0,2655.75,0,3997.56,16648.01,0,0,2292903,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium AM21-21(2292903);
Lachnospiraceae bacterium AM23-2LB,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium AM23-2LB,0,0,0,0,0,0,0,0,151.28,0,0,0,2302964,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium AM23-2LB(2302964);
Lachnospiraceae bacterium AM23-7LB,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium AM23-7LB,0,0,0,2161.65,0,0,0,0,0,0,0,0,2292904,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium AM23-7LB(2292904);
Lachnospiraceae bacterium AM25-27,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium AM25-27,0,0,948.37,2706.31,0,0,0,0,1803.3,7919.06,0,0,2292905,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium AM25-27(2292905);
Lachnospiraceae bacterium AM26-1LB,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium AM26-1LB,0,1643.43,1989.82,5091.13,0,0,2449.26,0,3697.05,14293.04,0,0,2292906,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium AM26-1LB(2292906);
Lachnospiraceae bacterium AM40-2BH,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium AM40-2BH,0,0,0,0,0,0,0,0,116.32,0,0,0,2302965,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium AM40-2BH(2302965);
Oliverpabstia intestinalis,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oliverpabstia,Oliverpabstia intestinalis,Oliverpabstia intestinalis,0,0,0,429.61,0,0,0,0,470.23,2070.49,0,0,2606633,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Oliverpabstia(2815777);s__Oliverpabstia intestinalis(2606633);t__Oliverpabstia intestinalis(2606633);
Lachnospiraceae bacterium GAM79,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium GAM79,0,0,0,301.25,0,854.07,1912.16,0,0,0,0,0,2109691,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium GAM79(2109691);
Lachnospiraceae bacterium KGMB03038,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium KGMB03038,0,0,0,103.96,0,0,0,0,0,0,0,0,2594789,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium KGMB03038(2594789);
Lachnospiraceae bacterium OF09-33XD,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium OF09-33XD,0,0,0,0,0,0,0,0,527.82,1301.97,0,0,2292273,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium OF09-33XD(2292273);
Lachnospiraceae bacterium OM02-26,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium OM02-26,0,0,0,0,0,0,0,0,2111.09,7401.36,0,0,2292908,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium OM02-26(2292908);
Lachnospiraceae bacterium TF10-8AT,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium TF10-8AT,0,0,0,3185.98,0,0,0,0,0,6601.92,0,0,2292907,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium TF10-8AT(2292907);
Lachnospiraceae bacterium TM07-2AC,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium TM07-2AC,0,0,0,0,1328.96,9384.06,14080.91,0,250.01,912.72,0,0,2302966,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium TM07-2AC(2302966);
Lachnospiraceae bacterium oral taxon 082 str. F0431,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium oral taxon 082 str. F0431,0,0,0,0,472.18,0,0,0,0,0,0,549.39,861454,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium oral taxon 082 str. F0431(861454);
Lachnospiraceae bacterium oral taxon 096,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium oral taxon 096,0,0,0,0,625.42,93.92,0,22954.58,14235.35,0,3463.15,0,712982,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium oral taxon 096(712982);
Lachnospiraceae oral taxon 107 str. F0167,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae oral taxon 107 str. F0167,0,0,0,0,0,0,0,286.16,92.5,0,76.51,0,575593,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae oral taxon 107 str. F0167(575593);
Lactobacillus rogosae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rogosae,Lactobacillus rogosae,0,0,0,580.28,0,0,0,0,3708.26,0,0,0,706562,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Lactobacillaceae(33958);g__Lactobacillus(1578);s__Lactobacillus rogosae(706562);t__Lactobacillus rogosae(706562);
Ligilactobacillus salivarius,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus salivarius,Ligilactobacillus salivarius,0,0,0,0,0,0,160.66,0,0,0,0,0,1624,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Lactobacillaceae(33958);g__Ligilactobacillus(2767887);s__Ligilactobacillus salivarius(1624);t__Ligilactobacillus salivarius(1624);
Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. lactis,0,123.98,142.52,119.45,0,0,0,0,0,0,0,0,1360,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Lactococcus(1357);s__Lactococcus lactis(1358);t__Lactococcus lactis subsp. lactis(1360);
Lautropia mirabilis ATCC 51599,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia mirabilis,Lautropia mirabilis ATCC 51599,84.17,0,0,0,0,0,0,0,0,0,1295.59,278.27,887898,k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Burkholderiales(80840);f__Burkholderiaceae(119060);g__Lautropia(47670);s__Lautropia mirabilis(47671);t__Lautropia mirabilis ATCC 51599(887898);
Lautropia dentalis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia dentalis,Lautropia dentalis,92.53,0,0,0,0,0,0,0,0,0,191.38,472.23,2490857,k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Burkholderiales(80840);f__Burkholderiaceae(119060);g__Lautropia(47670);s__Lautropia dentalis(2490857);t__Lautropia dentalis(2490857);
Lawsonibacter asaccharolyticus,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_u_f,Lawsonibacter,Lawsonibacter asaccharolyticus,Lawsonibacter asaccharolyticus,0,0,0,267.12,0,0,0,0,0,0,0,0,2108523,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales_u_f(186802);g__Lawsonibacter(2172004);s__Lawsonibacter asaccharolyticus(2108523);t__Lawsonibacter asaccharolyticus(2108523);
Leptotrichia_u_t,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_u_s,Leptotrichia_u_t,0,0,0,0,0,0,0,0,0,0,158.78,0,32067,k__Bacteria(2);p__Fusobacteria(32066);c__Fusobacteriia(203490);o__Fusobacteriales(203491);f__Leptotrichiaceae(1129771);g__Leptotrichia(32067);s__Leptotrichia_u_s(32067);t__Leptotrichia_u_t(32067);
Leptotrichia hongkongensis,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia hongkongensis,Leptotrichia hongkongensis,0,0,0,0,0,0,0,0,0,0,0,148.3,554406,k__Bacteria(2);p__Fusobacteria(32066);c__Fusobacteriia(203490);o__Fusobacteriales(203491);f__Leptotrichiaceae(1129771);g__Leptotrichia(32067);s__Leptotrichia hongkongensis(554406);t__Leptotrichia hongkongensis(554406);
Leptotrichia massiliensis,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia massiliensis,Leptotrichia massiliensis,0,0,0,0,0,0,0,0,0,0,104.53,0,1852388,k__Bacteria(2);p__Fusobacteria(32066);c__Fusobacteriia(203490);o__Fusobacteriales(203491);f__Leptotrichiaceae(1129771);g__Leptotrichia(32067);s__Leptotrichia massiliensis(1852388);t__Leptotrichia massiliensis(1852388);
Leptotrichia sp. oral taxon 215 str. W9775,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_u_s,Leptotrichia sp. oral taxon 215 str. W9775,0,0,0,0,0,0,0,0,0,0,1005.51,87.61,1321779,k__Bacteria(2);p__Fusobacteria(32066);c__Fusobacteriia(203490);o__Fusobacteriales(203491);f__Leptotrichiaceae(1129771);g__Leptotrichia(32067);s__Leptotrichia_u_s(32067);t__Leptotrichia sp. oral taxon 215 str. W9775(1321779);
Leptotrichia wadei DSM 19758,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia wadei,Leptotrichia wadei DSM 19758,0,0,0,0,0,0,0,0,0,0,0,173.86,1122174,k__Bacteria(2);p__Fusobacteria(32066);c__Fusobacteriia(203490);o__Fusobacteriales(203491);f__Leptotrichiaceae(1129771);g__Leptotrichia(32067);s__Leptotrichia wadei(157687);t__Leptotrichia wadei DSM 19758(1122174);
Leptotrichia wadei F0279,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia wadei,Leptotrichia wadei F0279,0,0,0,0,0,0,0,0,0,0,96.9,0,888055,k__Bacteria(2);p__Fusobacteria(32066);c__Fusobacteriia(203490);o__Fusobacteriales(203491);f__Leptotrichiaceae(1129771);g__Leptotrichia(32067);s__Leptotrichia wadei(157687);t__Leptotrichia wadei F0279(888055);
Megamonas_u_t,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas_u_s,Megamonas_u_t,0,0,0,0,0,0,0,0,82.15,0,0,0,158846,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Megamonas(158846);s__Megamonas_u_s(158846);t__Megamonas_u_t(158846);
Megamonas funiformis YIT 11815,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,Megamonas funiformis YIT 11815,0,0,0,0,1926.25,24282.39,35271.2,0,0,0,0,0,742816,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Megamonas(158846);s__Megamonas funiformis(437897);t__Megamonas funiformis YIT 11815(742816);
Megamonas hypermegale ART12/1,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,Megamonas hypermegale ART12/1,0,0,0,0,0,1746.56,3106.34,0,0,0,0,0,657316,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Megamonas(158846);s__Megamonas hypermegale(158847);t__Megamonas hypermegale ART12/1(657316);
Megamonas rupellensis DSM 19944,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,Megamonas rupellensis DSM 19944,0,0,0,0,176.93,4469.18,7773.69,0,0,0,0,0,1122217,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Megamonas(158846);s__Megamonas rupellensis(491921);t__Megamonas rupellensis DSM 19944(1122217);
Megamonas sp. Calf98-2,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas_u_s,Megamonas sp. Calf98-2,0,0,0,0,104.24,3026.95,4750.94,0,0,0,0,0,1855330,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Megamonas(158846);s__Megamonas_u_s(158846);t__Megamonas sp. Calf98-2(1855330);
Megasphaera micronuciformis F0359,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,Megasphaera micronuciformis F0359,0,0,0,0,571.2,117.15,0,131.43,0,0,0,1177.61,706434,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Veillonellales(1843489);f__Veillonellaceae(31977);g__Megasphaera(906);s__Megasphaera micronuciformis(187326);t__Megasphaera micronuciformis F0359(706434);
Mogibacterium_u_t,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Mogibacterium,Mogibacterium_u_s,Mogibacterium_u_t,0,0,0,0,0,0,171.53,0,0,0,0,0,86331,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales Family XIII. Incertae Sedis(543314);g__Mogibacterium(86331);s__Mogibacterium_u_s(86331);t__Mogibacterium_u_t(86331);
Mogibacterium diversum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Mogibacterium,Mogibacterium diversum,Mogibacterium diversum,0,0,0,0,97.57,0,0,734.37,636.41,0,219.02,625.68,114527,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales Family XIII. Incertae Sedis(543314);g__Mogibacterium(86331);s__Mogibacterium diversum(114527);t__Mogibacterium diversum(114527);
Mogibacterium sp. CM50,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Mogibacterium,Mogibacterium_u_s,Mogibacterium sp. CM50,0,0,0,0,0,0,0,2769.72,1920.61,0,0,0,936375,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales Family XIII. Incertae Sedis(543314);g__Mogibacterium(86331);s__Mogibacterium_u_s(86331);t__Mogibacterium sp. CM50(936375);
Mogibacterium timidum ATCC 33093,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Mogibacterium,Mogibacterium timidum,Mogibacterium timidum ATCC 33093,0,0,0,0,0,0,0,2648.36,1796.42,0,0,0,1401079,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales Family XIII. Incertae Sedis(543314);g__Mogibacterium(86331);s__Mogibacterium timidum(35519);t__Mogibacterium timidum ATCC 33093(1401079);
Neisseria flavescens SK114,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria flavescens,Neisseria flavescens SK114,0,0,0,0,0,0,0,0,0,0,829.91,0,596320,k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Neisseriales(206351);f__Neisseriaceae(481);g__Neisseria(482);s__Neisseria flavescens(484);t__Neisseria flavescens SK114(596320);
Neisseria macacae ATCC 33926,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria macacae,Neisseria macacae ATCC 33926,294.1,0,0,0,0,0,0,0,0,0,0,200.4,997348,k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Neisseriales(206351);f__Neisseriaceae(481);g__Neisseria(482);s__Neisseria macacae(496);t__Neisseria macacae ATCC 33926(997348);
